ticket_id,customer_id,route_id,open_date,category,description,sentiment,status,resolution_days,csat_score
TKT000757,CUST0201,R004,2025-01-13,Booking Issue,Application mobile bloque à l'étape de paiement.,neutral,Resolved,5,2
TKT000758,CUST0132,R010,2024-12-12,Booking Issue,Upgrade not applied despite payment confirmation.,negative,Open,,
TKT000759,CUST0119,R010,2024-12-09,Customer Service,Le service clientèle en ligne est inexistant.,negative,Resolved,12,4
TKT000760,CUST0210,R005,2024-11-27,Onboard Experience,Seat recline broken. Crew ignored my request.,negative,Open,,
TKT000761,CUST0224,R009,2024-11-25,Refund,"Compensation EU261 demandée pour vol retardé, sans réponse.",negative,Resolved,2,2
TKT000762,CUST0216,R005,2025-01-28,Flight Delay,Aucune information donnée pendant l'attente prolongée en salle d'embarquement.,negative,Resolved,11,2
TKT000763,CUST0270,R002,2024-12-20,Baggage,My suitcase arrived open and items were missing.,negative,Resolved,3,2
TKT000764,CUST0223,R012,2024-11-22,Customer Service,Phone support kept me on hold for 45 minutes.,negative,Resolved,2,4
TKT000765,CUST0130,R012,2024-10-28,Customer Service,Le service clientèle en ligne est inexistant.,negative,Resolved,7,5
TKT000766,CUST0233,R012,2024-12-18,Onboard Experience,"Écran d'écran cassé, pas de divertissement disponible.",neutral,Resolved,10,2
TKT000767,CUST0014,R005,2024-12-14,Customer Service,Le service clientèle en ligne est inexistant.,negative,Resolved,12,4
TKT000768,CUST0012,R005,2024-10-05,Flight Delay,Aucune information donnée pendant l'attente prolongée en salle d'embarquement.,negative,Resolved,4,3
TKT000769,CUST0086,R006,2025-01-26,Baggage,Frais d'excédent bagage facturés deux fois sur ma carte.,negative,Resolved,4,1
TKT000770,CUST0179,R005,2024-10-23,Refund,Requested refund 30 days ago. No update from the airline.,negative,Resolved,7,1
TKT000771,CUST0145,R001,2024-10-10,Onboard Experience,Air conditioning was too cold. No blankets available.,negative,Resolved,11,4
TKT000772,CUST0118,R003,2025-01-06,Refund,Remboursement non reçu après annulation il y a 6 semaines.,negative,Resolved,4,1
TKT000773,CUST0144,R010,2024-10-31,Refund,"Compensation EU261 demandée pour vol retardé, sans réponse.",negative,Resolved,1,2
TKT000774,CUST0235,R006,2025-01-27,Refund,Vol annulé par la compagnie mais pas de remboursement proposé.,negative,Resolved,9,4
TKT000775,CUST0239,R002,2024-12-25,Refund,"Compensation EU261 demandée pour vol retardé, sans réponse.",negative,Resolved,11,4
TKT000776,CUST0141,R004,2025-01-28,Booking Issue,Double-charged for seat selection. Please refund.,neutral,Open,,
TKT000777,CUST0149,R001,2024-10-07,Baggage,My suitcase arrived open and items were missing.,negative,Resolved,8,4
TKT000778,CUST0153,R005,2024-12-14,Onboard Experience,Repas de très mauvaise qualité sur le vol ABJ-CDG.,neutral,Resolved,7,5
TKT000779,CUST0228,R011,2024-12-26,Booking Issue,Application mobile bloque à l'étape de paiement.,negative,Resolved,6,5
TKT000780,CUST0264,R002,2024-11-04,Baggage,Still waiting for delayed baggage from 3 days ago.,negative,Resolved,1,4
TKT000781,CUST0018,R007,2024-12-16,Customer Service,Promise de rappel non tenue après ma plainte initiale.,negative,Resolved,8,2
TKT000782,CUST0088,R009,2024-11-12,Refund,Vol annulé par la compagnie mais pas de remboursement proposé.,negative,Open,,
TKT000783,CUST0167,R011,2024-11-13,Customer Service,Agent au sol très impoli et peu serviable.,negative,Open,,
TKT000784,CUST0077,R001,2025-01-20,Baggage,Lost my hand luggage during boarding. Customer service unhelpful.,negative,Resolved,1,1
TKT000785,CUST0094,R006,2024-10-13,Customer Service,Twitter team responded but did not resolve the issue.,negative,Resolved,6,1
TKT000786,CUST0086,R004,2024-10-09,Baggage,Bagage cabine refusé à l'embarquement sans justification.,negative,Open,,
TKT000787,CUST0089,R005,2024-12-18,Refund,"Compensation EU261 demandée pour vol retardé, sans réponse.",negative,Open,,
TKT000788,CUST0116,R006,2024-11-11,Flight Delay,Mon vol a été retardé de 4 heures. Aucun repas fourni.,negative,Resolved,13,3
TKT000789,CUST0222,R010,2024-11-09,Flight Delay,Aucune information donnée pendant l'attente prolongée en salle d'embarquement.,negative,Resolved,1,3
TKT000790,CUST0136,R006,2024-11-26,Baggage,Lost my hand luggage during boarding. Customer service unhelpful.,negative,Resolved,13,2
TKT000791,CUST0082,R005,2024-11-25,Baggage,Mes bagages n'ont pas été livrés à l'arrivée.,negative,Resolved,13,5
TKT000792,CUST0085,R001,2024-10-15,Flight Delay,Mon vol a été retardé de 4 heures. Aucun repas fourni.,negative,Resolved,4,2
TKT000793,CUST0063,R010,2024-11-18,Customer Service,Agent au sol très impoli et peu serviable.,negative,Resolved,5,1
TKT000794,CUST0061,R007,2024-12-08,Baggage,Frais d'excédent bagage facturés deux fois sur ma carte.,negative,Open,,
TKT000795,CUST0094,R005,2025-01-26,Refund,Remboursement non reçu après annulation il y a 6 semaines.,negative,Resolved,5,3
TKT000796,CUST0120,R009,2024-12-20,Refund,Vol annulé par la compagnie mais pas de remboursement proposé.,negative,Resolved,7,1
TKT000797,CUST0283,R008,2024-11-09,Booking Issue,Impossible de modifier ma réservation en ligne.,neutral,Open,,
TKT000798,CUST0017,R011,2025-01-26,Booking Issue,Upgrade not applied despite payment confirmation.,negative,Resolved,9,1
TKT000799,CUST0242,R012,2024-10-26,Flight Delay,Aucune information donnée pendant l'attente prolongée en salle d'embarquement.,negative,Open,,
TKT000800,CUST0024,R006,2024-11-23,Refund,"Compensation EU261 demandée pour vol retardé, sans réponse.",negative,Resolved,13,1
TKT000801,CUST0172,R004,2024-12-13,Flight Delay,Aucune information donnée pendant l'attente prolongée en salle d'embarquement.,negative,Resolved,5,1
TKT000802,CUST0286,R008,2024-11-23,Customer Service,Agent au sol très impoli et peu serviable.,negative,Resolved,10,3
TKT000803,CUST0212,R002,2025-01-02,Onboard Experience,Air conditioning was too cold. No blankets available.,neutral,Resolved,14,2
TKT000804,CUST0120,R005,2025-01-31,Flight Delay,Flight delayed with no notification sent to passengers.,negative,Open,,
TKT000805,CUST0133,R012,2024-12-07,Flight Delay,Aucune information donnée pendant l'attente prolongée en salle d'embarquement.,negative,Resolved,1,4
TKT000806,CUST0150,R006,2024-12-04,Customer Service,Promise de rappel non tenue après ma plainte initiale.,negative,Resolved,1,5
TKT000807,CUST0147,R003,2024-12-19,Onboard Experience,Choice of vegetarian meals very limited compared to competitors.,negative,Resolved,2,2
TKT000808,CUST0016,R001,2025-01-15,Baggage,Frais d'excédent bagage facturés deux fois sur ma carte.,negative,Resolved,2,1
TKT000809,CUST0084,R005,2024-10-10,Flight Delay,Missed connecting flight due to Air CI delay. Need compensation.,negative,Resolved,13,4
TKT000810,CUST0160,R004,2024-10-08,Refund,Remboursement non reçu après annulation il y a 6 semaines.,negative,Resolved,8,2
TKT000811,CUST0243,R003,2024-12-29,Flight Delay,3-hour tarmac delay with no air conditioning.,negative,Open,,
TKT000812,CUST0259,R006,2024-11-10,Flight Delay,Vol systématiquement en retard le matin sur cette ligne.,negative,Resolved,12,1
TKT000813,CUST0067,R010,2024-10-14,Refund,Requested refund 30 days ago. No update from the airline.,negative,Resolved,2,3
TKT000814,CUST0188,R005,2024-11-16,Baggage,Bagage cabine refusé à l'embarquement sans justification.,negative,Resolved,10,3
TKT000815,CUST0200,R005,2024-10-20,Booking Issue,"Erreur lors du paiement, deux billets émis.",neutral,Resolved,3,3
TKT000816,CUST0183,R009,2024-11-02,Customer Service,Agent au sol très impoli et peu serviable.,negative,Resolved,3,4
TKT000817,CUST0009,R001,2024-11-20,Customer Service,Agent au sol très impoli et peu serviable.,negative,Resolved,9,4
TKT000818,CUST0003,R001,2024-10-10,Onboard Experience,"Écran d'écran cassé, pas de divertissement disponible.",neutral,Resolved,14,4
TKT000819,CUST0186,R004,2025-01-18,Flight Delay,Flight delayed with no notification sent to passengers.,negative,Open,,
TKT000820,CUST0153,R001,2024-11-07,Refund,Remboursement non reçu après annulation il y a 6 semaines.,negative,Resolved,10,5
TKT000821,CUST0070,R006,2024-12-18,Baggage,Baggage damaged on arrival. Wheel broken and zipper torn.,negative,Open,,
TKT000822,CUST0104,R003,2024-10-22,Booking Issue,Double-charged for seat selection. Please refund.,negative,Resolved,1,3
TKT000823,CUST0110,R003,2024-12-15,Flight Delay,Vol retardé plusieurs fois sur ce mois. Inacceptable.,negative,Resolved,10,3
TKT000824,CUST0020,R004,2024-11-23,Baggage,Lost my hand luggage during boarding. Customer service unhelpful.,negative,Open,,
TKT000825,CUST0025,R007,2025-01-22,Customer Service,Agent au sol très impoli et peu serviable.,negative,Resolved,6,4
TKT000826,CUST0168,R011,2024-12-23,Refund,Vol annulé par la compagnie mais pas de remboursement proposé.,negative,Resolved,3,1
TKT000827,CUST0113,R005,2024-12-31,Booking Issue,Application mobile bloque à l'étape de paiement.,neutral,Resolved,6,5
TKT000828,CUST0118,R002,2025-01-03,Customer Service,Twitter team responded but did not resolve the issue.,negative,Resolved,7,3
TKT000829,CUST0265,R007,2025-01-09,Customer Service,No response to my email sent 2 weeks ago.,negative,Resolved,7,2
TKT000830,CUST0101,R010,2024-10-23,Customer Service,Twitter team responded but did not resolve the issue.,negative,Open,,
TKT000831,CUST0278,R007,2024-11-21,Baggage,Lost my hand luggage during boarding. Customer service unhelpful.,negative,Open,,
TKT000832,CUST0161,R012,2024-11-12,Customer Service,Le service clientèle en ligne est inexistant.,negative,Resolved,1,4
TKT000833,CUST0181,R001,2025-01-08,Flight Delay,Vol systématiquement en retard le matin sur cette ligne.,negative,Resolved,7,1
TKT000834,CUST0175,R002,2024-12-07,Flight Delay,Mon vol a été retardé de 4 heures. Aucun repas fourni.,negative,Resolved,2,3
TKT000835,CUST0117,R012,2024-11-02,Refund,Remboursement non reçu après annulation il y a 6 semaines.,negative,Resolved,11,1
TKT000836,CUST0051,R005,2024-10-10,Booking Issue,Upgrade not applied despite payment confirmation.,neutral,Resolved,8,3
TKT000837,CUST0120,R002,2024-11-04,Flight Delay,Mon vol a été retardé de 4 heures. Aucun repas fourni.,negative,Resolved,5,4
TKT000838,CUST0247,R006,2025-01-05,Baggage,Still waiting for delayed baggage from 3 days ago.,negative,Resolved,4,1
TKT000839,CUST0242,R008,2024-11-13,Flight Delay,Vol retardé plusieurs fois sur ce mois. Inacceptable.,negative,Resolved,2,5
TKT000840,CUST0025,R011,2024-12-24,Baggage,Lost my hand luggage during boarding. Customer service unhelpful.,negative,Resolved,7,4
TKT000841,CUST0083,R012,2024-12-17,Onboard Experience,Choice of vegetarian meals very limited compared to competitors.,negative,Open,,
TKT000842,CUST0143,R005,2025-01-24,Baggage,Baggage damaged on arrival. Wheel broken and zipper torn.,negative,Resolved,10,4
TKT000843,CUST0257,R004,2024-12-13,Refund,Voucher reçu au lieu du remboursement promis.,negative,Resolved,6,4
TKT000844,CUST0140,R001,2025-01-20,Baggage,Baggage damaged on arrival. Wheel broken and zipper torn.,negative,Resolved,12,1
TKT000845,CUST0207,R006,2024-12-15,Flight Delay,Mon vol a été retardé de 4 heures. Aucun repas fourni.,negative,Open,,
TKT000846,CUST0220,R001,2024-10-31,Flight Delay,Vol retardé plusieurs fois sur ce mois. Inacceptable.,negative,Open,,
TKT000847,CUST0300,R009,2024-10-31,Refund,"Compensation EU261 demandée pour vol retardé, sans réponse.",negative,Resolved,3,2
TKT000848,CUST0234,R006,2024-10-09,Onboard Experience,Air conditioning was too cold. No blankets available.,neutral,Open,,
TKT000849,CUST0070,R005,2024-11-21,Booking Issue,"Erreur lors du paiement, deux billets émis.",neutral,Resolved,10,3
TKT000850,CUST0143,R003,2024-11-01,Customer Service,Phone support kept me on hold for 45 minutes.,negative,Resolved,14,3
TKT000851,CUST0111,R008,2024-10-06,Baggage,Baggage damaged on arrival. Wheel broken and zipper torn.,negative,Resolved,5,1
TKT000852,CUST0136,R001,2024-12-09,Customer Service,Phone support kept me on hold for 45 minutes.,negative,Resolved,3,2
TKT000853,CUST0254,R012,2024-10-23,Customer Service,Agent au sol très impoli et peu serviable.,negative,Resolved,1,4
TKT000854,CUST0160,R005,2025-01-19,Flight Delay,Mon vol a été retardé de 4 heures. Aucun repas fourni.,negative,Resolved,6,2
TKT000855,CUST0251,R011,2024-11-28,Baggage,Still waiting for delayed baggage from 3 days ago.,negative,Resolved,10,5
TKT000856,CUST0064,R001,2024-10-07,Customer Service,Phone support kept me on hold for 45 minutes.,negative,Open,,
TKT000857,CUST0259,R010,2024-12-29,Booking Issue,Double-charged for seat selection. Please refund.,negative,Open,,
TKT000858,CUST0004,R012,2024-12-06,Booking Issue,Double-charged for seat selection. Please refund.,neutral,Resolved,8,2
TKT000859,CUST0160,R011,2025-01-01,Flight Delay,Vol systématiquement en retard le matin sur cette ligne.,negative,Resolved,7,4
TKT000860,CUST0012,R011,2024-10-04,Booking Issue,Impossible de modifier ma réservation en ligne.,negative,Open,,
TKT000861,CUST0044,R001,2024-12-21,Flight Delay,Mon vol a été retardé de 4 heures. Aucun repas fourni.,negative,Resolved,10,5
TKT000862,CUST0197,R009,2025-01-05,Baggage,My suitcase arrived open and items were missing.,negative,Resolved,11,4
TKT000863,CUST0213,R009,2025-01-26,Flight Delay,Mon vol a été retardé de 4 heures. Aucun repas fourni.,negative,Resolved,1,4
TKT000864,CUST0104,R006,2024-11-27,Booking Issue,Application mobile bloque à l'étape de paiement.,negative,Resolved,3,5
TKT000865,CUST0021,R011,2024-10-05,Booking Issue,"Erreur lors du paiement, deux billets émis.",negative,Resolved,4,2
TKT000866,CUST0015,R009,2025-01-25,Refund,Vol annulé par la compagnie mais pas de remboursement proposé.,negative,Resolved,5,4
TKT000867,CUST0266,R009,2024-11-13,Flight Delay,Vol retardé plusieurs fois sur ce mois. Inacceptable.,negative,Resolved,11,5
TKT000868,CUST0229,R004,2024-12-29,Customer Service,Phone support kept me on hold for 45 minutes.,negative,Resolved,10,5
TKT000869,CUST0236,R009,2024-11-05,Booking Issue,Application mobile bloque à l'étape de paiement.,negative,Resolved,12,1
TKT000870,CUST0148,R006,2024-10-05,Refund,Vol annulé par la compagnie mais pas de remboursement proposé.,negative,Resolved,10,2
TKT000871,CUST0140,R003,2024-11-10,Flight Delay,Aucune information donnée pendant l'attente prolongée en salle d'embarquement.,negative,Open,,
TKT000872,CUST0016,R002,2025-01-26,Flight Delay,3-hour tarmac delay with no air conditioning.,negative,Resolved,3,1
TKT000873,CUST0205,R003,2025-01-15,Customer Service,Twitter team responded but did not resolve the issue.,negative,Resolved,11,1
TKT000874,CUST0023,R005,2024-11-05,Flight Delay,Missed connecting flight due to Air CI delay. Need compensation.,negative,Open,,
TKT000875,CUST0294,R008,2025-01-06,Flight Delay,Vol retardé plusieurs fois sur ce mois. Inacceptable.,negative,Resolved,3,2
TKT000876,CUST0292,R011,2025-02-01,Booking Issue,Application mobile bloque à l'étape de paiement.,neutral,Resolved,3,3
TKT000877,CUST0057,R005,2024-10-12,Customer Service,Promise de rappel non tenue après ma plainte initiale.,negative,Resolved,13,5
TKT000878,CUST0156,R006,2024-11-30,Onboard Experience,Seat recline broken. Crew ignored my request.,negative,Resolved,9,1
TKT000879,CUST0150,R005,2024-11-22,Customer Service,No response to my email sent 2 weeks ago.,negative,Resolved,7,1
TKT000880,CUST0094,R012,2024-12-16,Flight Delay,Vol systématiquement en retard le matin sur cette ligne.,negative,Resolved,7,3
TKT000881,CUST0162,R006,2025-01-23,Onboard Experience,"Écran d'écran cassé, pas de divertissement disponible.",neutral,Resolved,7,3
TKT000882,CUST0246,R006,2024-12-15,Refund,"Compensation EU261 demandée pour vol retardé, sans réponse.",negative,Resolved,7,2
TKT000883,CUST0174,R010,2024-10-23,Customer Service,Agent au sol très impoli et peu serviable.,negative,Open,,
TKT000884,CUST0265,R009,2024-12-16,Baggage,Bagage cabine refusé à l'embarquement sans justification.,negative,Resolved,7,1
TKT000885,CUST0081,R005,2024-11-14,Baggage,Mes bagages n'ont pas été livrés à l'arrivée.,negative,Resolved,6,4
TKT000886,CUST0028,R008,2024-12-06,Customer Service,No response to my email sent 2 weeks ago.,negative,Resolved,9,4
TKT000887,CUST0106,R005,2024-11-18,Booking Issue,Upgrade not applied despite payment confirmation.,neutral,Open,,
TKT000888,CUST0052,R004,2024-10-10,Customer Service,Agent au sol très impoli et peu serviable.,negative,Resolved,8,3
TKT000889,CUST0286,R006,2024-11-10,Booking Issue,Application mobile bloque à l'étape de paiement.,neutral,Resolved,6,4
TKT000890,CUST0100,R005,2024-10-26,Flight Delay,Mon vol a été retardé de 4 heures. Aucun repas fourni.,negative,Resolved,14,3
TKT000891,CUST0053,R004,2025-01-31,Booking Issue,Application mobile bloque à l'étape de paiement.,neutral,Resolved,3,2
TKT000892,CUST0177,R006,2024-12-08,Onboard Experience,Wi-Fi à bord facturé mais inopérant pendant tout le vol.,negative,Resolved,14,4
TKT000893,CUST0154,R010,2024-11-04,Refund,Voucher reçu au lieu du remboursement promis.,negative,Resolved,1,5
TKT000894,CUST0031,R004,2024-12-08,Onboard Experience,Seat recline broken. Crew ignored my request.,neutral,Resolved,1,1
TKT000895,CUST0249,R009,2024-12-21,Flight Delay,Mon vol a été retardé de 4 heures. Aucun repas fourni.,negative,Resolved,4,1
TKT000896,CUST0280,R012,2024-10-31,Booking Issue,Upgrade not applied despite payment confirmation.,neutral,Resolved,10,5
TKT000897,CUST0271,R009,2024-12-19,Refund,"Compensation EU261 demandée pour vol retardé, sans réponse.",negative,Resolved,14,5
TKT000898,CUST0276,R010,2024-10-23,Baggage,My suitcase arrived open and items were missing.,negative,Resolved,2,2
TKT000899,CUST0236,R005,2024-11-11,Refund,"Compensation EU261 demandée pour vol retardé, sans réponse.",negative,Resolved,1,4
TKT000900,CUST0277,R004,2024-11-11,Booking Issue,"Erreur lors du paiement, deux billets émis.",negative,Resolved,1,4
TKT000901,CUST0294,R007,2024-12-29,Onboard Experience,"Écran d'écran cassé, pas de divertissement disponible.",negative,Open,,
TKT000902,CUST0173,R006,2024-10-21,Refund,"Compensation EU261 demandée pour vol retardé, sans réponse.",negative,Resolved,7,1
TKT000903,CUST0141,R003,2024-12-26,Refund,Vol annulé par la compagnie mais pas de remboursement proposé.,negative,Resolved,14,1
TKT000904,CUST0087,R009,2024-12-19,Onboard Experience,Air conditioning was too cold. No blankets available.,negative,Resolved,3,5
TKT000905,CUST0032,R004,2024-10-28,Booking Issue,Impossible de modifier ma réservation en ligne.,neutral,Resolved,3,2
TKT000906,CUST0291,R002,2024-11-09,Booking Issue,"Erreur lors du paiement, deux billets émis.",negative,Resolved,8,5
TKT000907,CUST0039,R005,2024-10-12,Onboard Experience,Choice of vegetarian meals very limited compared to competitors.,negative,Resolved,7,5
TKT000908,CUST0155,R009,2025-01-08,Flight Delay,3-hour tarmac delay with no air conditioning.,negative,Resolved,14,5
TKT000909,CUST0156,R005,2025-01-15,Refund,Voucher reçu au lieu du remboursement promis.,negative,Resolved,2,5
TKT000910,CUST0141,R005,2024-10-25,Flight Delay,Aucune information donnée pendant l'attente prolongée en salle d'embarquement.,negative,Resolved,7,1
TKT000911,CUST0043,R009,2025-01-03,Flight Delay,3-hour tarmac delay with no air conditioning.,negative,Resolved,5,2
TKT000912,CUST0291,R005,2024-10-30,Booking Issue,Upgrade not applied despite payment confirmation.,negative,Open,,
TKT000913,CUST0264,R004,2025-01-19,Baggage,Still waiting for delayed baggage from 3 days ago.,negative,Resolved,11,1
TKT000914,CUST0277,R005,2024-12-02,Onboard Experience,"Écran d'écran cassé, pas de divertissement disponible.",negative,Resolved,3,2
TKT000915,CUST0026,R010,2024-11-26,Booking Issue,Upgrade not applied despite payment confirmation.,neutral,Resolved,10,4
TKT000916,CUST0268,R011,2024-11-01,Flight Delay,Vol retardé plusieurs fois sur ce mois. Inacceptable.,negative,Resolved,2,4
TKT000917,CUST0021,R007,2025-01-25,Onboard Experience,Repas de très mauvaise qualité sur le vol ABJ-CDG.,negative,Open,,
TKT000918,CUST0049,R008,2024-11-13,Refund,Remboursement non reçu après annulation il y a 6 semaines.,negative,Resolved,14,5
TKT000919,CUST0077,R007,2025-01-15,Customer Service,Twitter team responded but did not resolve the issue.,negative,Resolved,8,5
TKT000920,CUST0063,R005,2024-11-26,Flight Delay,Vol systématiquement en retard le matin sur cette ligne.,negative,Resolved,6,2
TKT000921,CUST0027,R006,2024-12-12,Baggage,Frais d'excédent bagage facturés deux fois sur ma carte.,negative,Resolved,1,4
TKT000922,CUST0248,R009,2024-12-17,Customer Service,Agent au sol très impoli et peu serviable.,negative,Open,,
TKT000923,CUST0022,R006,2024-11-20,Baggage,Bagage cabine refusé à l'embarquement sans justification.,negative,Resolved,10,4
TKT000924,CUST0202,R003,2024-11-06,Booking Issue,Double-charged for seat selection. Please refund.,negative,Resolved,8,2
TKT000925,CUST0228,R006,2024-11-24,Onboard Experience,Repas de très mauvaise qualité sur le vol ABJ-CDG.,neutral,Open,,
TKT000926,CUST0058,R006,2025-01-31,Refund,Requested refund 30 days ago. No update from the airline.,negative,Resolved,11,5
TKT000927,CUST0104,R001,2024-10-23,Booking Issue,Impossible de modifier ma réservation en ligne.,negative,Resolved,11,1
TKT000928,CUST0241,R006,2024-12-26,Baggage,Frais d'excédent bagage facturés deux fois sur ma carte.,negative,Resolved,1,4
TKT000929,CUST0066,R005,2025-01-23,Booking Issue,Application mobile bloque à l'étape de paiement.,negative,Open,,
TKT000930,CUST0248,R006,2024-12-18,Flight Delay,Aucune information donnée pendant l'attente prolongée en salle d'embarquement.,negative,Resolved,7,5
TKT000931,CUST0137,R007,2024-12-27,Flight Delay,Missed connecting flight due to Air CI delay. Need compensation.,negative,Resolved,7,3
TKT000932,CUST0030,R007,2025-01-03,Customer Service,Agent au sol très impoli et peu serviable.,negative,Resolved,7,4
TKT000933,CUST0175,R005,2025-01-12,Customer Service,Le service clientèle en ligne est inexistant.,negative,Resolved,4,2
TKT000934,CUST0219,R005,2024-11-29,Refund,Remboursement non reçu après annulation il y a 6 semaines.,negative,Open,,
TKT000935,CUST0129,R002,2024-10-16,Baggage,Frais d'excédent bagage facturés deux fois sur ma carte.,negative,Resolved,6,1
TKT000936,CUST0233,R008,2024-11-18,Booking Issue,"Erreur lors du paiement, deux billets émis.",neutral,Open,,
TKT000937,CUST0019,R006,2024-11-08,Refund,Requested refund 30 days ago. No update from the airline.,negative,Resolved,5,3
TKT000938,CUST0108,R001,2024-10-17,Flight Delay,3-hour tarmac delay with no air conditioning.,negative,Resolved,5,1
TKT000939,CUST0042,R005,2025-01-08,Customer Service,Agent au sol très impoli et peu serviable.,negative,Open,,
TKT000940,CUST0100,R004,2024-10-29,Refund,Vol annulé par la compagnie mais pas de remboursement proposé.,negative,Resolved,8,1
TKT000941,CUST0007,R005,2025-01-07,Booking Issue,Application mobile bloque à l'étape de paiement.,negative,Open,,
TKT000942,CUST0105,R010,2025-01-23,Flight Delay,Vol retardé plusieurs fois sur ce mois. Inacceptable.,negative,Resolved,4,3
TKT000943,CUST0042,R009,2024-12-08,Refund,Vol annulé par la compagnie mais pas de remboursement proposé.,negative,Resolved,7,4
TKT000944,CUST0279,R006,2025-01-16,Flight Delay,Aucune information donnée pendant l'attente prolongée en salle d'embarquement.,negative,Resolved,12,4
TKT000945,CUST0109,R012,2024-10-31,Booking Issue,Impossible de modifier ma réservation en ligne.,negative,Resolved,10,4
TKT000946,CUST0222,R004,2025-01-23,Customer Service,Twitter team responded but did not resolve the issue.,negative,Open,,
TKT000947,CUST0254,R006,2024-12-19,Customer Service,Le service clientèle en ligne est inexistant.,negative,Resolved,11,2
TKT000948,CUST0263,R008,2024-12-14,Flight Delay,3-hour tarmac delay with no air conditioning.,negative,Resolved,4,1
TKT000949,CUST0183,R002,2025-01-29,Booking Issue,Upgrade not applied despite payment confirmation.,neutral,Resolved,5,2
TKT000950,CUST0251,R004,2024-10-12,Flight Delay,Vol retardé plusieurs fois sur ce mois. Inacceptable.,negative,Resolved,11,3
TKT000951,CUST0147,R006,2024-12-02,Refund,Voucher reçu au lieu du remboursement promis.,negative,Resolved,5,3
TKT000952,CUST0071,R009,2024-10-26,Booking Issue,Upgrade not applied despite payment confirmation.,negative,Resolved,6,5
TKT000953,CUST0130,R004,2024-11-07,Baggage,Lost my hand luggage during boarding. Customer service unhelpful.,negative,Resolved,10,1
TKT000954,CUST0236,R005,2024-10-24,Customer Service,No response to my email sent 2 weeks ago.,negative,Resolved,2,5
TKT000955,CUST0066,R008,2024-12-25,Customer Service,Promise de rappel non tenue après ma plainte initiale.,negative,Resolved,5,1
TKT000956,CUST0099,R004,2024-11-22,Booking Issue,Upgrade not applied despite payment confirmation.,negative,Resolved,1,5
TKT000957,CUST0155,R004,2024-10-07,Customer Service,Le service clientèle en ligne est inexistant.,negative,Resolved,3,5
TKT000958,CUST0093,R009,2024-11-09,Onboard Experience,"Écran d'écran cassé, pas de divertissement disponible.",neutral,Resolved,4,1
TKT000959,CUST0290,R009,2025-01-31,Customer Service,Twitter team responded but did not resolve the issue.,negative,Resolved,10,5
TKT000960,CUST0263,R005,2025-01-26,Booking Issue,Impossible de modifier ma réservation en ligne.,negative,Open,,
TKT000961,CUST0288,R005,2024-11-26,Baggage,Lost my hand luggage during boarding. Customer service unhelpful.,negative,Resolved,2,1
TKT000962,CUST0263,R003,2024-11-08,Flight Delay,Vol retardé plusieurs fois sur ce mois. Inacceptable.,negative,Open,,
TKT000963,CUST0004,R012,2024-10-21,Baggage,Frais d'excédent bagage facturés deux fois sur ma carte.,negative,Resolved,4,3
TKT000964,CUST0290,R007,2025-01-04,Customer Service,Agent au sol très impoli et peu serviable.,negative,Resolved,7,5
TKT000965,CUST0287,R004,2024-10-16,Flight Delay,Missed connecting flight due to Air CI delay. Need compensation.,negative,Resolved,8,5
TKT000966,CUST0217,R001,2025-01-16,Baggage,My suitcase arrived open and items were missing.,negative,Resolved,5,3
TKT000967,CUST0232,R001,2024-10-12,Baggage,Baggage damaged on arrival. Wheel broken and zipper torn.,negative,Resolved,14,4
TKT000968,CUST0121,R011,2025-01-23,Customer Service,No response to my email sent 2 weeks ago.,negative,Resolved,14,1
TKT000969,CUST0099,R002,2024-11-21,Flight Delay,Vol retardé plusieurs fois sur ce mois. Inacceptable.,negative,Open,,
TKT000970,CUST0024,R006,2025-01-26,Booking Issue,Upgrade not applied despite payment confirmation.,negative,Resolved,6,5
TKT000971,CUST0065,R009,2024-11-21,Refund,Voucher reçu au lieu du remboursement promis.,negative,Resolved,5,1
TKT000972,CUST0009,R004,2024-11-14,Baggage,Baggage damaged on arrival. Wheel broken and zipper torn.,negative,Open,,
TKT000973,CUST0159,R003,2025-01-05,Booking Issue,Upgrade not applied despite payment confirmation.,negative,Resolved,4,3
TKT000974,CUST0173,R011,2024-12-04,Flight Delay,3-hour tarmac delay with no air conditioning.,negative,Open,,
TKT000975,CUST0023,R006,2024-11-11,Customer Service,Promise de rappel non tenue après ma plainte initiale.,negative,Resolved,4,2
TKT000976,CUST0088,R001,2025-01-05,Onboard Experience,Air conditioning was too cold. No blankets available.,negative,Resolved,2,4
TKT000977,CUST0107,R004,2024-10-15,Booking Issue,Double-charged for seat selection. Please refund.,negative,Open,,
TKT000978,CUST0300,R006,2024-10-12,Customer Service,No response to my email sent 2 weeks ago.,negative,Open,,
TKT000979,CUST0081,R008,2024-11-09,Flight Delay,3-hour tarmac delay with no air conditioning.,negative,Open,,
TKT000980,CUST0201,R006,2024-10-28,Customer Service,Agent au sol très impoli et peu serviable.,negative,Open,,
TKT000981,CUST0191,R006,2024-10-16,Flight Delay,Mon vol a été retardé de 4 heures. Aucun repas fourni.,negative,Resolved,9,4
TKT000982,CUST0013,R012,2024-11-14,Baggage,Baggage damaged on arrival. Wheel broken and zipper torn.,negative,Open,,
