review_id,flight_id,route_id,review_date,nps_score,sentiment,review_text,language,source
REV000864,FLT00244,R004,2025-01-16,10,positive,Premium economy seat was worth every dollar on the long-haul.,en,TripAdvisor
REV000865,FLT00244,R004,2025-01-16,5,neutral,Boarding took longer than expected but the flight itself was fine.,en,TripAdvisor
REV000866,FLT00244,R004,2025-01-16,5,neutral,Entertainment options limited on this aircraft type. Otherwise acceptable.,en,TripAdvisor
REV000867,FLT00244,R004,2025-01-16,10,positive,The cabin crew was outstanding. Very attentive and professional.,en,App
REV000868,FLT00245,R004,2025-01-16,9,positive,Excellent flight from check-in to landing. Staff were very helpful and friendly.,en,TripAdvisor
REV000869,FLT00245,R004,2025-01-16,10,positive,Surprised by the quality on this regional flight. Pleasant experience overall.,en,Web
REV000870,FLT00245,R004,2025-01-16,9,positive,Excellent flight from check-in to landing. Staff were very helpful and friendly.,en,Web
REV000871,FLT00245,R004,2025-01-16,4,negative,Mes points fidélité n'ont pas été crédités après ce vol. Service après-vente injoignable.,fr,Email Survey
REV000872,FLT00245,R004,2025-01-16,7,neutral,"Vol sans surprise, ni bonne ni mauvaise. Je referai si nécessaire.",fr,Web
REV000873,FLT00245,R004,2025-01-16,9,positive,On-time departure and smooth landing. Great value for money on this route.,en,Web
REV000874,FLT00246,R005,2025-01-16,6,neutral,Boarding took longer than expected but the flight itself was fine.,en,Web
REV000875,FLT00246,R005,2025-01-16,8,neutral,Service standard pour le prix payé. Pas de quoi se plaindre.,fr,TripAdvisor
REV000876,FLT00246,R005,2025-01-16,6,neutral,Standard regional service. Aircraft was clean enough.,en,TripAdvisor
REV000877,FLT00247,R005,2025-01-16,9,positive,"Le nouveau A330 est superbe, sièges confortables même en éco.",fr,Email Survey
REV000878,FLT00247,R005,2025-01-16,8,positive,"Clean aircraft, friendly staff. Will definitely book again.",en,Web
REV000879,FLT00247,R005,2025-01-16,7,neutral,Food could be better. Flight was on time though.,en,TripAdvisor
REV000880,FLT00248,R006,2025-01-16,1,negative,"Lost my baggage and still waiting for it. Unacceptable service. Recurring issue: Lagos congestion, schedule slots routinely missed.",en,TripAdvisor
REV000881,FLT00248,R006,2025-01-16,1,negative,"Cabin was overheated for the entire flight. No working AC. Recurring issue: Lagos congestion, schedule slots routinely missed.",en,Web
REV000882,FLT00248,R006,2025-01-16,3,negative,Bagages perdus et aucune aide de l'équipe au sol. Très déçu.,fr,Web
REV000883,FLT00248,R006,2025-01-16,0,negative,Crew was rude when I asked about my missed connection.,en,TripAdvisor
REV000884,FLT00248,R006,2025-01-16,1,negative,"Compensation claim filed two months ago, still no response. Recurring issue: Lagos congestion, schedule slots routinely missed.",en,Web
REV000885,FLT00249,R006,2025-01-16,6,neutral,Repas basique mais consommable. Le siège était convenable.,fr,Email Survey
REV000886,FLT00250,R007,2025-01-16,8,positive,"Smooth flight, great food options. The lounge access in Abidjan was a nice touch.",en,Email Survey
REV000887,FLT00250,R007,2025-01-16,5,negative,Multiple delays on this route this year. Reliability is a real issue. Recurring issue: frequent turbulence and disrupted service.,en,Email Survey
REV000888,FLT00250,R007,2025-01-16,8,neutral,Climatisation un peu froide mais des couvertures étaient disponibles.,fr,TripAdvisor
REV000889,FLT00250,R007,2025-01-16,7,neutral,Standard regional service. Aircraft was clean enough.,en,TripAdvisor
REV000890,FLT00251,R008,2025-01-16,3,negative,"Embarquement chaotique, file d'attente interminable au comptoir. Problème récurrent : annulations répétées sur la ligne Ouagadougou.",fr,App
REV000891,FLT00251,R008,2025-01-16,10,positive,"Clean aircraft, friendly staff. Will definitely book again.",en,Email Survey
REV000892,FLT00251,R008,2025-01-16,6,negative,Aucune assistance pour ma correspondance ratée à cause du retard. Problème récurrent : annulations répétées sur la ligne Ouagadougou.,fr,Web
REV000893,FLT00252,R009,2025-01-16,7,neutral,Decent flight overall. The check-in process was a little slow.,en,TripAdvisor
REV000894,FLT00253,R009,2025-01-16,10,positive,Le rapport qualité-prix sur cette destination est imbattable. Continuez ainsi.,fr,TripAdvisor
REV000895,FLT00253,R009,2025-01-16,8,positive,"Vol excellent, équipage très professionnel. Je reviendrai certainement.",fr,TripAdvisor
REV000896,FLT00253,R009,2025-01-16,9,positive,Le rapport qualité-prix sur cette destination est imbattable. Continuez ainsi.,fr,Email Survey
REV000897,FLT00254,R010,2025-01-16,0,negative,Cabin was overheated for the entire flight. No working AC.,en,Web
REV000898,FLT00255,R011,2025-01-16,2,negative,Aucune assistance pour ma correspondance ratée à cause du retard.,fr,TripAdvisor
REV000899,FLT00255,R011,2025-01-16,5,negative,The aircraft was dirty. Seat wouldn't recline. Disappointed.,en,Web
REV000900,FLT00255,R011,2025-01-16,7,neutral,Repas basique mais consommable. Le siège était convenable.,fr,TripAdvisor
REV000901,FLT00255,R011,2025-01-16,10,positive,"Repas africain délicieux à bord, vraie touche locale appréciable.",fr,Web
REV000902,FLT00255,R011,2025-01-16,2,negative,Cabin was overheated for the entire flight. No working AC.,en,App
REV000903,FLT00256,R012,2025-01-16,10,positive,The cabin crew was outstanding. Very attentive and professional.,en,Email Survey
REV000904,FLT00257,R001,2025-01-17,6,neutral,Food could be better. Flight was on time though.,en,App
REV000905,FLT00257,R001,2025-01-17,8,positive,Surprised by the quality on this regional flight. Pleasant experience overall.,en,App
REV000906,FLT00258,R002,2025-01-17,8,neutral,Entertainment options limited on this aircraft type. Otherwise acceptable.,en,TripAdvisor
REV000907,FLT00259,R003,2025-01-17,6,neutral,Départ légèrement en retard mais arrivée à l'heure. Acceptable.,fr,Web
REV000908,FLT00259,R003,2025-01-17,7,neutral,"Personnel correct, divertissement limité. Acceptable pour la durée.",fr,App
REV000909,FLT00259,R003,2025-01-17,8,positive,"Surclassement gratuit en Business, expérience inoubliable. Merci ACI !",fr,App
REV000910,FLT00259,R003,2025-01-17,7,neutral,"Vol correct, rien d'exceptionnel. Le service est moyen.",fr,App
REV000911,FLT00259,R003,2025-01-17,9,positive,On-time departure and smooth landing. Great value for money on this route.,en,Email Survey
REV000912,FLT00259,R003,2025-01-17,2,negative,Retard de 2 heures sans explication. Service clientèle décevant.,fr,Web
REV000913,FLT00260,R004,2025-01-17,7,neutral,Départ légèrement en retard mais arrivée à l'heure. Acceptable.,fr,Email Survey
REV000914,FLT00260,R004,2025-01-17,6,neutral,"Le check-in en ligne fonctionne bien, l'embarquement aussi.",fr,Email Survey
REV000915,FLT00260,R004,2025-01-17,10,positive,The cabin crew was outstanding. Very attentive and professional.,en,Web
REV000916,FLT00260,R004,2025-01-17,3,negative,"Encore un retard sur cette ligne, ça devient systématique.",fr,Email Survey
REV000917,FLT00261,R004,2025-01-17,10,positive,"Le nouveau A330 est superbe, sièges confortables même en éco.",fr,App
REV000918,FLT00261,R004,2025-01-17,9,positive,On-time departure and smooth landing. Great value for money on this route.,en,Web
REV000919,FLT00261,R004,2025-01-17,6,neutral,Seat was a bit cramped but the crew was friendly. Average experience.,en,TripAdvisor
REV000920,FLT00261,R004,2025-01-17,10,positive,"Surclassement gratuit en Business, expérience inoubliable. Merci ACI !",fr,TripAdvisor
REV000921,FLT00262,R005,2025-01-17,9,positive,"Service impeccable, départ à l'heure. Bravo à l'équipage d'Air Côte d'Ivoire.",fr,App
REV000922,FLT00262,R005,2025-01-17,8,positive,Le rapport qualité-prix sur cette destination est imbattable. Continuez ainsi.,fr,Email Survey
REV000923,FLT00262,R005,2025-01-17,8,positive,"Great connection between ABJ and CDG, comparable to European carriers.",en,App
REV000924,FLT00262,R005,2025-01-17,10,positive,Surprised by the quality on this regional flight. Pleasant experience overall.,en,TripAdvisor
REV000925,FLT00262,R005,2025-01-17,7,neutral,Boarding took longer than expected but the flight itself was fine.,en,Email Survey
REV000926,FLT00262,R005,2025-01-17,10,positive,"Vol agréable, divertissement à bord varié. On se sent vraiment bien traité.",fr,TripAdvisor
REV000927,FLT00263,R005,2025-01-17,9,positive,"Service impeccable, départ à l'heure. Bravo à l'équipage d'Air Côte d'Ivoire.",fr,Web
REV000928,FLT00263,R005,2025-01-17,7,neutral,"Personnel correct, divertissement limité. Acceptable pour la durée.",fr,Web
REV000929,FLT00263,R005,2025-01-17,5,neutral,Decent flight overall. The check-in process was a little slow.,en,App
REV000930,FLT00263,R005,2025-01-17,6,neutral,Service standard pour le prix payé. Pas de quoi se plaindre.,fr,App
REV000931,FLT00264,R006,2025-01-17,5,negative,"Siège cassé, repas servi froid, service lent. Billet trop cher pour cette qualité. Problème récurrent : encombrement chronique à Lagos, créneaux non respectés.",fr,App
REV000932,FLT00264,R006,2025-01-17,8,neutral,Food could be better. Flight was on time though.,en,Web
REV000933,FLT00264,R006,2025-01-17,8,positive,On-time departure and smooth landing. Great value for money on this route.,en,TripAdvisor
REV000934,FLT00264,R006,2025-01-17,4,negative,Lost my baggage and still waiting for it. Unacceptable service.,en,TripAdvisor
REV000935,FLT00264,R006,2025-01-17,5,neutral,"Vol correct, rien d'exceptionnel. Le service est moyen.",fr,TripAdvisor
REV000936,FLT00265,R006,2025-01-17,9,positive,Excellent flight from check-in to landing. Staff were very helpful and friendly.,en,Email Survey
REV000937,FLT00265,R006,2025-01-17,4,negative,Terrible experience at check-in. Long queues and unhelpful staff.,en,Email Survey
REV000938,FLT00266,R007,2025-01-17,8,positive,The cabin crew was outstanding. Very attentive and professional.,en,Email Survey
REV000939,FLT00266,R007,2025-01-17,9,positive,Premium economy seat was worth every dollar on the long-haul.,en,Web
REV000940,FLT00266,R007,2025-01-17,4,negative,Wi-Fi annoncé mais inopérant pendant tout le vol. Décevant.,fr,TripAdvisor
REV000941,FLT00267,R008,2025-01-17,6,neutral,"Personnel correct, divertissement limité. Acceptable pour la durée.",fr,Web
REV000942,FLT00267,R008,2025-01-17,8,neutral,The flight was okay. Nothing special but nothing bad either.,en,TripAdvisor
REV000943,FLT00267,R008,2025-01-17,5,neutral,Départ légèrement en retard mais arrivée à l'heure. Acceptable.,fr,App
REV000944,FLT00267,R008,2025-01-17,5,neutral,"Avion propre, équipage poli sans plus. Vol sans incident.",fr,Web
REV000945,FLT00268,R009,2025-01-17,10,positive,Booked through the app and everything worked seamlessly.,en,TripAdvisor
REV000946,FLT00268,R009,2025-01-17,10,positive,Excellente compagnie. Les hôtesses étaient attentionnées et le pilote très rassurant.,fr,App
REV000947,FLT00269,R009,2025-01-17,3,negative,Bagages perdus et aucune aide de l'équipe au sol. Très déçu.,fr,TripAdvisor
REV000948,FLT00270,R010,2025-01-17,5,negative,"Avion vieillissant, climatisation défaillante, sièges abîmés.",fr,App
REV000949,FLT00270,R010,2025-01-17,9,positive,"Très bon vol, siège confortable et repas savoureux. Recommandé sans hésiter.",fr,App
REV000950,FLT00271,R011,2025-01-17,10,positive,Surprised by the quality on this regional flight. Pleasant experience overall.,en,TripAdvisor
REV000951,FLT00271,R011,2025-01-17,8,positive,Premium economy seat was worth every dollar on the long-haul.,en,Email Survey
REV000952,FLT00271,R011,2025-01-17,5,neutral,The flight was okay. Nothing special but nothing bad either.,en,Email Survey
REV000953,FLT00271,R011,2025-01-17,3,negative,"Embarquement chaotique, file d'attente interminable au comptoir. Problème récurrent : manque de connexions cohérentes vers l'est africain.",fr,App
REV000954,FLT00271,R011,2025-01-17,9,positive,"Personnel chaleureux, accueil africain authentique. Je recommande à 100%.",fr,App
REV000955,FLT00271,R011,2025-01-17,7,neutral,"Personnel correct, divertissement limité. Acceptable pour la durée.",fr,App
REV000956,FLT00272,R012,2025-01-17,10,positive,Excellente compagnie. Les hôtesses étaient attentionnées et le pilote très rassurant.,fr,Email Survey
REV000957,FLT00272,R012,2025-01-17,2,negative,Bagages perdus et aucune aide de l'équipe au sol. Très déçu.,fr,App
REV000958,FLT00272,R012,2025-01-17,10,positive,"Vol matinal très ponctuel, idéal pour les voyages d'affaires.",fr,Email Survey
REV000959,FLT00272,R012,2025-01-17,8,positive,The cabin crew was outstanding. Very attentive and professional.,en,App
REV000960,FLT00273,R001,2025-01-18,10,positive,"Vol excellent, équipage très professionnel. Je reviendrai certainement.",fr,TripAdvisor
REV000961,FLT00273,R001,2025-01-18,8,positive,Premium economy seat was worth every dollar on the long-haul.,en,App
REV000962,FLT00273,R001,2025-01-18,10,positive,Le rapport qualité-prix sur cette destination est imbattable. Continuez ainsi.,fr,TripAdvisor
REV000963,FLT00273,R001,2025-01-18,8,neutral,Repas basique mais consommable. Le siège était convenable.,fr,TripAdvisor
REV000964,FLT00273,R001,2025-01-18,10,positive,"Great connection between ABJ and CDG, comparable to European carriers.",en,TripAdvisor
REV000965,FLT00273,R001,2025-01-18,10,positive,Surprised by the quality on this regional flight. Pleasant experience overall.,en,Email Survey
REV000966,FLT00274,R002,2025-01-18,8,neutral,Embarquement un peu long mais le vol s'est bien déroulé ensuite.,fr,Email Survey
REV000967,FLT00274,R002,2025-01-18,9,positive,"Très bon vol, siège confortable et repas savoureux. Recommandé sans hésiter.",fr,App
REV000968,FLT00275,R003,2025-01-18,3,negative,Wi-Fi annoncé mais inopérant pendant tout le vol. Décevant.,fr,Email Survey
REV000969,FLT00275,R003,2025-01-18,9,positive,Crew handled a minor turbulence event calmly and professionally. Reassuring.,en,TripAdvisor
REV000970,FLT00275,R003,2025-01-18,9,positive,Le rapport qualité-prix sur cette destination est imbattable. Continuez ainsi.,fr,Web
REV000971,FLT00275,R003,2025-01-18,6,neutral,"Le check-in en ligne fonctionne bien, l'embarquement aussi.",fr,Email Survey
REV000972,FLT00276,R004,2025-01-18,8,positive,"Vol matinal très ponctuel, idéal pour les voyages d'affaires.",fr,Web
REV000973,FLT00276,R004,2025-01-18,9,positive,Surprised by the quality on this regional flight. Pleasant experience overall.,en,Web
REV000974,FLT00277,R004,2025-01-18,10,positive,"Voyage en famille parfaitement géré, attention particulière aux enfants.",fr,TripAdvisor
REV000975,FLT00277,R004,2025-01-18,8,neutral,"Vol correct, rien d'exceptionnel. Le service est moyen.",fr,Email Survey
REV000976,FLT00278,R005,2025-01-18,5,negative,"Encore un retard sur cette ligne, ça devient systématique. Problème récurrent : bagages fréquemment perdus sur la liaison Dakar.",fr,TripAdvisor
REV000977,FLT00278,R005,2025-01-18,10,positive,"Voyage en famille parfaitement géré, attention particulière aux enfants.",fr,Email Survey
REV000978,FLT00279,R005,2025-01-18,6,neutral,Entertainment options limited on this aircraft type. Otherwise acceptable.,en,Email Survey
REV000979,FLT00279,R005,2025-01-18,8,positive,"Vol matinal très ponctuel, idéal pour les voyages d'affaires.",fr,Email Survey
REV000980,FLT00279,R005,2025-01-18,10,positive,Business cabin on the A330 is excellent value compared to competitors.,en,App
REV000981,FLT00280,R006,2025-01-18,8,positive,"Vol excellent, équipage très professionnel. Je reviendrai certainement.",fr,App
REV000982,FLT00280,R006,2025-01-18,9,positive,"Embarquement fluide, équipage souriant, vol parfait du début à la fin.",fr,Email Survey
REV000983,FLT00280,R006,2025-01-18,8,positive,Surprised by the quality on this regional flight. Pleasant experience overall.,en,Web
REV000984,FLT00280,R006,2025-01-18,8,neutral,Service standard pour le prix payé. Pas de quoi se plaindre.,fr,Email Survey
REV000985,FLT00280,R006,2025-01-18,10,positive,"Très bon vol, siège confortable et repas savoureux. Recommandé sans hésiter.",fr,Email Survey
REV000986,FLT00280,R006,2025-01-18,10,positive,"Vol agréable, divertissement à bord varié. On se sent vraiment bien traité.",fr,Email Survey
REV000987,FLT00281,R006,2025-01-18,9,positive,"Vol matinal très ponctuel, idéal pour les voyages d'affaires.",fr,Email Survey
REV000988,FLT00281,R006,2025-01-18,6,neutral,Lounge in CDG was crowded but the flight crew was helpful.,en,App
REV000989,FLT00281,R006,2025-01-18,9,positive,"Great connection between ABJ and CDG, comparable to European carriers.",en,TripAdvisor
REV000990,FLT00281,R006,2025-01-18,7,neutral,"Personnel correct, divertissement limité. Acceptable pour la durée.",fr,Email Survey
REV000991,FLT00281,R006,2025-01-18,9,positive,"Voyage en famille parfaitement géré, attention particulière aux enfants.",fr,Web
REV000992,FLT00282,R007,2025-01-18,2,negative,Terrible experience at check-in. Long queues and unhelpful staff. Recurring issue: frequent turbulence and disrupted service.,en,Web
REV000993,FLT00282,R007,2025-01-18,2,negative,Frequent flyer points still not credited after multiple complaints. Recurring issue: frequent turbulence and disrupted service.,en,Web
REV000994,FLT00282,R007,2025-01-18,5,neutral,Service standard pour le prix payé. Pas de quoi se plaindre.,fr,TripAdvisor
REV000995,FLT00283,R008,2025-01-18,6,neutral,Boarding took longer than expected but the flight itself was fine.,en,Web
REV000996,FLT00284,R009,2025-01-18,2,negative,"Avion vieillissant, climatisation défaillante, sièges abîmés. Problème récurrent : retards liés aux créneaux horaires à Paris CDG.",fr,Email Survey
REV000997,FLT00284,R009,2025-01-18,9,positive,Excellente compagnie. Les hôtesses étaient attentionnées et le pilote très rassurant.,fr,TripAdvisor
REV000998,FLT00285,R009,2025-01-18,10,positive,Le rapport qualité-prix sur cette destination est imbattable. Continuez ainsi.,fr,App
REV000999,FLT00285,R009,2025-01-18,10,positive,"Vol excellent, équipage très professionnel. Je reviendrai certainement.",fr,App
REV001000,FLT00285,R009,2025-01-18,9,positive,"Vol agréable, divertissement à bord varié. On se sent vraiment bien traité.",fr,TripAdvisor
REV001001,FLT00285,R009,2025-01-18,8,neutral,Service standard pour le prix payé. Pas de quoi se plaindre.,fr,Web
REV001002,FLT00286,R010,2025-01-18,8,neutral,Boarding took longer than expected but the flight itself was fine.,en,Email Survey
REV001003,FLT00286,R010,2025-01-18,6,neutral,Lounge in CDG was crowded but the flight crew was helpful.,en,Web
REV001004,FLT00286,R010,2025-01-18,2,negative,Mes points fidélité n'ont pas été crédités après ce vol. Service après-vente injoignable.,fr,Web
REV001005,FLT00286,R010,2025-01-18,2,negative,Terrible experience at check-in. Long queues and unhelpful staff.,en,App
REV001006,FLT00286,R010,2025-01-18,8,positive,"Très bon vol, siège confortable et repas savoureux. Recommandé sans hésiter.",fr,Email Survey
REV001007,FLT00287,R011,2025-01-18,8,positive,Booked through the app and everything worked seamlessly.,en,Web
REV001008,FLT00288,R012,2025-01-18,8,neutral,Service standard pour le prix payé. Pas de quoi se plaindre.,fr,App
REV001009,FLT00288,R012,2025-01-18,8,positive,"Clean aircraft, friendly staff. Will definitely book again.",en,App
REV001010,FLT00288,R012,2025-01-18,5,neutral,"Vol correct, rien d'exceptionnel. Le service est moyen.",fr,TripAdvisor
REV001011,FLT00288,R012,2025-01-18,8,positive,Booked through the app and everything worked seamlessly.,en,App
REV001012,FLT00288,R012,2025-01-18,6,neutral,"Personnel correct, divertissement limité. Acceptable pour la durée.",fr,Email Survey
REV001013,FLT00289,R001,2025-01-19,6,neutral,Lounge in CDG was crowded but the flight crew was helpful.,en,Web
REV001014,FLT00289,R001,2025-01-19,5,neutral,Lounge in CDG was crowded but the flight crew was helpful.,en,Email Survey
REV001015,FLT00289,R001,2025-01-19,8,positive,Excellente compagnie. Les hôtesses étaient attentionnées et le pilote très rassurant.,fr,Email Survey
REV001016,FLT00289,R001,2025-01-19,6,neutral,Seat was a bit cramped but the crew was friendly. Average experience.,en,App
REV001017,FLT00289,R001,2025-01-19,6,neutral,"Avion propre, équipage poli sans plus. Vol sans incident.",fr,TripAdvisor
REV001018,FLT00289,R001,2025-01-19,8,neutral,Standard regional service. Aircraft was clean enough.,en,Email Survey
REV001019,FLT00290,R002,2025-01-19,8,positive,"Personnel chaleureux, accueil africain authentique. Je recommande à 100%.",fr,App
REV001020,FLT00290,R002,2025-01-19,4,negative,"Cancelled with only 2 hours notice. No rebooking offered, no hotel.",en,App
REV001021,FLT00290,R002,2025-01-19,10,positive,"Vol excellent, équipage très professionnel. Je reviendrai certainement.",fr,TripAdvisor
REV001022,FLT00290,R002,2025-01-19,8,neutral,"Vol correct, rien d'exceptionnel. Le service est moyen.",fr,App
REV001023,FLT00291,R003,2025-01-19,4,negative,Aucune assistance pour ma correspondance ratée à cause du retard.,fr,App
REV001024,FLT00291,R003,2025-01-19,7,neutral,"Personnel correct, divertissement limité. Acceptable pour la durée.",fr,Web
REV001025,FLT00291,R003,2025-01-19,9,positive,"Smooth flight, great food options. The lounge access in Abidjan was a nice touch.",en,TripAdvisor
REV001026,FLT00292,R004,2025-01-19,6,neutral,Climatisation un peu froide mais des couvertures étaient disponibles.,fr,Email Survey
REV001027,FLT00292,R004,2025-01-19,9,positive,Le rapport qualité-prix sur cette destination est imbattable. Continuez ainsi.,fr,Web
REV001028,FLT00292,R004,2025-01-19,8,neutral,Lounge in CDG was crowded but the flight crew was helpful.,en,TripAdvisor
REV001029,FLT00293,R004,2025-01-19,8,neutral,"Vol sans surprise, ni bonne ni mauvaise. Je referai si nécessaire.",fr,App
REV001030,FLT00293,R004,2025-01-19,8,neutral,Food could be better. Flight was on time though.,en,TripAdvisor
REV001031,FLT00293,R004,2025-01-19,10,positive,"Très bon vol, siège confortable et repas savoureux. Recommandé sans hésiter.",fr,Email Survey
REV001032,FLT00293,R004,2025-01-19,8,positive,"Vol excellent, équipage très professionnel. Je reviendrai certainement.",fr,TripAdvisor
REV001033,FLT00294,R005,2025-01-19,8,positive,Le rapport qualité-prix sur cette destination est imbattable. Continuez ainsi.,fr,TripAdvisor
REV001034,FLT00294,R005,2025-01-19,7,neutral,Repas basique mais consommable. Le siège était convenable.,fr,Email Survey
REV001035,FLT00294,R005,2025-01-19,8,neutral,"Vol sans surprise, ni bonne ni mauvaise. Je referai si nécessaire.",fr,Email Survey
REV001036,FLT00294,R005,2025-01-19,7,neutral,Départ légèrement en retard mais arrivée à l'heure. Acceptable.,fr,App
REV001037,FLT00295,R005,2025-01-19,6,neutral,Decent flight overall. The check-in process was a little slow.,en,TripAdvisor
REV001038,FLT00295,R005,2025-01-19,8,positive,"Smooth flight, great food options. The lounge access in Abidjan was a nice touch.",en,Email Survey
REV001039,FLT00295,R005,2025-01-19,10,positive,"Vol agréable, divertissement à bord varié. On se sent vraiment bien traité.",fr,App
REV001040,FLT00296,R006,2025-01-19,10,positive,"Surclassement gratuit en Business, expérience inoubliable. Merci ACI !",fr,Email Survey
REV001041,FLT00296,R006,2025-01-19,2,negative,"Retard de 2 heures sans explication. Service clientèle décevant. Problème récurrent : encombrement chronique à Lagos, créneaux non respectés.",fr,TripAdvisor
REV001042,FLT00296,R006,2025-01-19,3,negative,"Comparé à Ethiopian ou Air France, le niveau de service n'y est pas.",fr,TripAdvisor
REV001043,FLT00296,R006,2025-01-19,7,neutral,Decent flight overall. The check-in process was a little slow.,en,Email Survey
REV001044,FLT00296,R006,2025-01-19,6,neutral,Decent flight overall. The check-in process was a little slow.,en,Email Survey
REV001045,FLT00297,R006,2025-01-19,4,negative,"Encore un retard sur cette ligne, ça devient systématique.",fr,TripAdvisor
REV001046,FLT00297,R006,2025-01-19,5,neutral,Lounge in CDG was crowded but the flight crew was helpful.,en,TripAdvisor
REV001047,FLT00297,R006,2025-01-19,4,negative,"Lost my baggage and still waiting for it. Unacceptable service. Recurring issue: Lagos congestion, schedule slots routinely missed.",en,Email Survey
REV001048,FLT00297,R006,2025-01-19,8,positive,Surprised by the quality on this regional flight. Pleasant experience overall.,en,App
REV001049,FLT00298,R007,2025-01-19,7,neutral,Service standard pour le prix payé. Pas de quoi se plaindre.,fr,TripAdvisor
REV001050,FLT00298,R007,2025-01-19,7,neutral,"Personnel correct, divertissement limité. Acceptable pour la durée.",fr,Web
REV001051,FLT00298,R007,2025-01-19,10,positive,"Clean aircraft, friendly staff. Will definitely book again.",en,App
REV001052,FLT00298,R007,2025-01-19,8,positive,"Personnel chaleureux, accueil africain authentique. Je recommande à 100%.",fr,Web
REV001053,FLT00299,R008,2025-01-19,8,positive,"Smooth flight, great food options. The lounge access in Abidjan was a nice touch.",en,Web
REV001054,FLT00299,R008,2025-01-19,8,positive,"Voyage en famille parfaitement géré, attention particulière aux enfants.",fr,TripAdvisor
REV001055,FLT00300,R009,2025-01-19,6,neutral,"Personnel correct, divertissement limité. Acceptable pour la durée.",fr,TripAdvisor
REV001056,FLT00301,R009,2025-01-19,3,negative,Mes points fidélité n'ont pas été crédités après ce vol. Service après-vente injoignable. Problème récurrent : retards liés aux créneaux horaires à Paris CDG.,fr,Web
REV001057,FLT00301,R009,2025-01-19,1,negative,Aucune assistance pour ma correspondance ratée à cause du retard.,fr,Web
REV001058,FLT00301,R009,2025-01-19,1,negative,"Embarquement chaotique, file d'attente interminable au comptoir.",fr,App
REV001059,FLT00301,R009,2025-01-19,2,negative,"Encore un retard sur cette ligne, ça devient systématique. Problème récurrent : retards liés aux créneaux horaires à Paris CDG.",fr,Email Survey
REV001060,FLT00301,R009,2025-01-19,3,negative,"Encore un retard sur cette ligne, ça devient systématique. Problème récurrent : retards liés aux créneaux horaires à Paris CDG.",fr,TripAdvisor
REV001061,FLT00302,R010,2025-01-19,10,positive,"Le nouveau A330 est superbe, sièges confortables même en éco.",fr,App
REV001062,FLT00302,R010,2025-01-19,10,positive,Excellent flight from check-in to landing. Staff were very helpful and friendly.,en,App
REV001063,FLT00302,R010,2025-01-19,8,neutral,Seat was a bit cramped but the crew was friendly. Average experience.,en,App
REV001064,FLT00302,R010,2025-01-19,8,positive,"Vol matinal très ponctuel, idéal pour les voyages d'affaires.",fr,Email Survey
REV001065,FLT00302,R010,2025-01-19,9,positive,"Surclassement gratuit en Business, expérience inoubliable. Merci ACI !",fr,App
REV001066,FLT00302,R010,2025-01-19,8,neutral,"Vol sans surprise, ni bonne ni mauvaise. Je referai si nécessaire.",fr,App
REV001067,FLT00303,R011,2025-01-19,6,neutral,"Le check-in en ligne fonctionne bien, l'embarquement aussi.",fr,App
REV001068,FLT00303,R011,2025-01-19,8,positive,"Smooth flight, great food options. The lounge access in Abidjan was a nice touch.",en,Email Survey
REV001069,FLT00303,R011,2025-01-19,5,neutral,"Vol correct, rien d'exceptionnel. Le service est moyen.",fr,Email Survey
REV001070,FLT00303,R011,2025-01-19,8,positive,"Très bon vol, siège confortable et repas savoureux. Recommandé sans hésiter.",fr,Email Survey
REV001071,FLT00303,R011,2025-01-19,10,positive,"Voyage en famille parfaitement géré, attention particulière aux enfants.",fr,TripAdvisor
REV001072,FLT00304,R012,2025-01-19,8,positive,"Voyage en famille parfaitement géré, attention particulière aux enfants.",fr,TripAdvisor
REV001073,FLT00305,R001,2025-01-20,8,positive,"Embarquement fluide, équipage souriant, vol parfait du début à la fin.",fr,Email Survey
REV001074,FLT00305,R001,2025-01-20,10,positive,"Service impeccable, départ à l'heure. Bravo à l'équipage d'Air Côte d'Ivoire.",fr,Web
REV001075,FLT00305,R001,2025-01-20,8,neutral,Repas basique mais consommable. Le siège était convenable.,fr,Email Survey
REV001076,FLT00305,R001,2025-01-20,6,negative,"Personnel à bord peu aimable, on a l'impression de déranger. Problème récurrent : retard systématique le matin sur la rotation ABJ-Bouaké.",fr,Web
REV001077,FLT00305,R001,2025-01-20,8,positive,"Le nouveau A330 est superbe, sièges confortables même en éco.",fr,Web
REV001078,FLT00306,R002,2025-01-20,5,negative,Bagages perdus et aucune aide de l'équipe au sol. Très déçu.,fr,TripAdvisor
REV001079,FLT00306,R002,2025-01-20,8,neutral,Repas basique mais consommable. Le siège était convenable.,fr,Email Survey
REV001080,FLT00306,R002,2025-01-20,8,positive,"Vol matinal très ponctuel, idéal pour les voyages d'affaires.",fr,Email Survey
REV001081,FLT00307,R003,2025-01-20,7,neutral,Decent flight overall. The check-in process was a little slow.,en,Web
REV001082,FLT00307,R003,2025-01-20,10,positive,"Embarquement fluide, équipage souriant, vol parfait du début à la fin.",fr,Web
REV001083,FLT00308,R004,2025-01-20,8,positive,"Très bon vol, siège confortable et repas savoureux. Recommandé sans hésiter.",fr,Web
REV001084,FLT00308,R004,2025-01-20,5,negative,Aucune assistance pour ma correspondance ratée à cause du retard.,fr,Web
